,top_words,tfidf,embedding,dataset,model,weights,multi_choice,same,human_choice
30,"[(0.1413477791765479, 'case'), (0.13434935824811656, 'generation'), (0.13416244169258176, 'capacity'), (0.10568079427530212, 'coal'), (0.09839433044261073, 'natural_gas'), (0.09722067471590616, 'electricity'), (0.09224342000052622, 'fire'), (0.07517478301716074, 'reference'), (0.061453882726011586, 'percent'), (0.059972535705236044, 'low')]","[('6611 coal and mining industries', 4.11), ('5206 environmental policy', 1.38), ('2816 demography and population', 0.99), ('6826 electronics and electrical engineering', 0.58)]","[('6406 production', 0.89), ('6626 renewable energy', 0.87), ('5206 environmental policy', 0.87), ('4811 organisation of transport', 0.86)]",greyroads_aeo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,1.9083975884952913,"[(['6406 production', '6626 renewable energy', '5206 environmental policy', '4811 organisation of transport'], 'emb'), (['6611 coal and mining industries', '5206 environmental policy', '2816 demography and population', '6826 electronics and electrical engineering'], 'tfidf'), (['2451 prices', '5206 environmental policy', '6416 research and intellectual property', '6411 technology and technical regulations'], 'baseline')]",False,tfidf
63,"[(0.1733186580760449, 'project'), (0.16421527311677642, 'megawatt'), (0.12131818979355098, 'wind'), (0.11993881116042535, 'capacity'), (0.08603246383347787, 'plan'), (0.08092152117575625, 'electricity'), (0.07684351438936021, 'hydroelectric'), (0.07142338868388537, 'country'), (0.0540658169008527, 'instal'), (0.05192236286986997, 'year')]","[('1611 economic conditions', 1.35), ('2016 business operations and trade', 1.19), ('6416 research and intellectual property', 1.04), ('6621 electrical and nuclear industries', 0.81)]","[('6626 renewable energy', 0.85), ('6406 production', 0.82), ('6621 electrical and nuclear industries', 0.81), ('5206 environmental policy', 0.79)]",greyroads_ieo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,0.8458053373812805,"[(['6831 building and public works', '6036 food technology', '5206 environmental policy', '6616 oil and gas industry'], 'baseline'), (['6626 renewable energy', '6406 production', '6621 electrical and nuclear industries', '5206 environmental policy'], 'emb'), (['1611 economic conditions', '2016 business operations and trade', '6416 research and intellectual property', '6621 electrical and nuclear industries'], 'tfidf')]",False,emb
12,"[(0.23456623293133202, 'project'), (0.0995165908708833, 'result'), (0.09266048892308953, 'factor'), (0.08749546986470401, 'study'), (0.08606464030197282, 'local'), (0.08477233155257764, 'survey'), (0.08193240710713899, 'community'), (0.08012873293053814, 'social'), (0.07909715981174693, 'public'), (0.07376594570601648, 'environmental')]","[('5206 environmental policy', 7.31), ('2016 business operations and trade', 5.54), ('0436 executive power and public service', 4.82), ('6416 research and intellectual property', 1.8)]","[('6416 research and intellectual property', 0.92), ('5206 environmental policy', 0.91), ('2016 business operations and trade', 0.87), ('1631 economic analysis', 0.87)]",journal_energy_policy_applied_energy_1997_2020_abstract_all_ngram_min_freq_150,k30_a0.01_var0.05,0.8738112044005266,"[(['5206 environmental policy', '2016 business operations and trade', '0436 executive power and public service', '6416 research and intellectual property'], 'tfidf'), (['6416 research and intellectual property', '5206 environmental policy', '2016 business operations and trade', '1631 economic analysis'], 'emb'), (['6411 technology and technical regulations', '4026 accounting', '3606 natural and applied sciences', '4816 land transport'], 'baseline')]",False,emb
75,"[(0.18795920016576184, 'gas'), (0.14538166504684646, 'lng'), (0.12063136406619296, 'pipeline'), (0.11469036238876651, 'project'), (0.10727916225712199, 'natural_gas'), (0.09510216254673888, 'export'), (0.07778055303701412, 'import'), (0.05121641388899836, 'russia'), (0.05043155286645688, 'percent'), (0.04952756373610198, 'year')]","[('2016 business operations and trade', 5.72), ('6616 oil and gas industry', 2.21), ('4811 organisation of transport', 1.64), ('5216 deterioration of the environment', 0.8)]","[('6406 production', 0.87), ('6616 oil and gas industry', 0.87), ('2016 business operations and trade', 0.82), ('6621 electrical and nuclear industries', 0.82)]",greyroads_ieo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,0.8983859559557484,"[(['4811 organisation of transport', '2446 taxation', '6036 food technology', '1631 economic analysis'], 'baseline'), (['2016 business operations and trade', '6616 oil and gas industry', '4811 organisation of transport', '5216 deterioration of the environment'], 'tfidf'), (['6406 production', '6616 oil and gas industry', '2016 business operations and trade', '6621 electrical and nuclear industries'], 'emb')]",False,emb
46,"[(0.19825602690014812, 'energy'), (0.11447069788511449, 'percent'), (0.09862154598836433, 'use'), (0.09831959492944826, 'increase'), (0.0961468148359572, 'energy_consumption'), (0.08487641074439932, 'natural_gas'), (0.07900245503100711, 'industrial'), (0.07867836264408996, 'project'), (0.07779974871750198, 'btu'), (0.07382834232396919, 'industry')]","[('6626 renewable energy', 8.84), ('7621 world organisations', 2.44), ('6621 electrical and nuclear industries', 1.65), ('6411 technology and technical regulations', 1.59)]","[('6406 production', 0.92), ('6626 renewable energy', 0.91), ('2016 business operations and trade', 0.89), ('5206 environmental policy', 0.88)]",greyroads_aeo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,1.5062220043168202,"[(['6406 production', '6626 renewable energy', '2016 business operations and trade', '5206 environmental policy'], 'emb'), (['6626 renewable energy', '7621 world organisations', '6621 electrical and nuclear industries', '6411 technology and technical regulations'], 'tfidf'), (['7216 america', '6406 production', '6816 iron, steel and other metal industries', '6621 electrical and nuclear industries'], 'baseline')]",False,emb
9,"[(0.15282978067284345, 'temperature'), (0.14312827413055243, 'high'), (0.11683290306582395, 'reaction'), (0.11002453117487455, 'process'), (0.09819534443934551, 'reactor'), (0.08001473549159294, 'concentration'), (0.07688594218189848, 'catalyst'), (0.07561346030573675, 'chemical'), (0.07365064684135761, 'increase'), (0.07282438169597445, 'content')]","[('6621 electrical and nuclear industries', 6.16), ('6411 technology and technical regulations', 3.55), ('6811 chemistry', 2.58), ('4811 organisation of transport', 0.99)]","[('6411 technology and technical regulations', 0.87), ('6621 electrical and nuclear industries', 0.87), ('5216 deterioration of the environment', 0.84), ('6626 renewable energy', 0.84)]",journal_energy_policy_applied_energy_1997_2020_abstract_all_ngram_min_freq_150,k30_a0.01_var0.05,0.8200568903365019,"[(['7206 europe', '6416 research and intellectual property', '4026 accounting', '7216 america'], 'baseline'), (['6411 technology and technical regulations', '6621 electrical and nuclear industries', '5216 deterioration of the environment', '6626 renewable energy'], 'emb'), (['6621 electrical and nuclear industries', '6411 technology and technical regulations', '6811 chemistry', '4811 organisation of transport'], 'tfidf')]",False,emb
65,"[(0.39477621175669764, 'coal'), (0.12912944085999417, 'import'), (0.0984602396816441, 'ton'), (0.07801235686536695, 'export'), (0.07513970928521822, 'increase'), (0.05731083915138125, 'percent'), (0.047800895824651975, 'world'), (0.04042284036953528, 'project'), (0.039954048199486066, 'trade'), (0.038993418006024363, 'coke_coal')]","[('6611 coal and mining industries', 15.34), ('2016 business operations and trade', 8.08), ('7621 world organisations', 1.28), ('5216 deterioration of the environment', 1.18)]","[('6406 production', 0.91), ('2451 prices', 0.87), ('2016 business operations and trade', 0.86), ('6616 oil and gas industry', 0.84)]",greyroads_ieo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,0.696678643002092,"[(['6406 production', '2451 prices', '2016 business operations and trade', '6616 oil and gas industry'], 'emb'), (['6611 coal and mining industries', '2016 business operations and trade', '7621 world organisations', '5216 deterioration of the environment'], 'tfidf'), (['7621 world organisations', '6621 electrical and nuclear industries', '2816 demography and population', '6816 iron, steel and other metal industries'], 'baseline')]",False,tfidf
71,"[(0.18398471162867275, 'production'), (0.1342923076487202, 'liquid'), (0.12940515575047046, 'oil'), (0.11030763136971808, 'mmbbl'), (0.09294054879356592, 'increase'), (0.0922402965433333, 'resource'), (0.0668528814668126, 'fuel'), (0.06489823111614602, 'petroleum'), (0.06384511957704612, 'opec'), (0.06123311610551468, 'supply')]","[('6406 production', 9.79), ('6616 oil and gas industry', 9.46), ('5631 agricultural activity', 2.79), ('6811 chemistry', 1.92)]","[('6616 oil and gas industry', 0.94), ('6626 renewable energy', 0.87), ('6406 production', 0.87), ('6621 electrical and nuclear industries', 0.81)]",greyroads_ieo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,0.7205763091900984,"[(['3611 humanities', '2036 distributive trades', '4811 organisation of transport', '1216 criminal law'], 'baseline'), (['6616 oil and gas industry', '6626 renewable energy', '6406 production', '6621 electrical and nuclear industries'], 'emb'), (['6406 production', '6616 oil and gas industry', '5631 agricultural activity', '6811 chemistry'], 'tfidf')]",False,emb
17,"[(0.14884738659925653, 'temperature'), (0.13386152647587252, 'cycle'), (0.11565037282416832, 'system'), (0.11081459897221325, 'performance'), (0.09591933456632469, 'heat'), (0.09449539483846173, 'air'), (0.09104893968125542, 'cool'), (0.08834811239736558, 'efficiency'), (0.06346221506145945, 'exergy'), (0.05755211858362258, 'gas')]","[('2016 business operations and trade', 2.34), ('4811 organisation of transport', 1.54), ('6831 building and public works', 1.47), ('0821 defence', 1.16)]","[('6626 renewable energy', 0.88), ('6411 technology and technical regulations', 0.86), ('6821 mechanical engineering', 0.85), ('5216 deterioration of the environment', 0.85)]",journal_energy_policy_applied_energy_1997_2020_abstract_all_ngram_min_freq_150,k30_a0.01_var0.05,0.7561705052740284,"[(['6626 renewable energy', '6411 technology and technical regulations', '6821 mechanical engineering', '5216 deterioration of the environment'], 'emb'), (['3611 humanities', '6811 chemistry', '3606 natural and applied sciences', '6406 production'], 'baseline'), (['2016 business operations and trade', '4811 organisation of transport', '6831 building and public works', '0821 defence'], 'tfidf')]",False,emb
56,"[(0.28752310135764403, 'emission'), (0.09661050263738961, 'cap'), (0.09633764956513229, 'state'), (0.09328695247418578, 'allowance'), (0.08345321989447001, 'cpp'), (0.0804768002683333, 'rule'), (0.0783246390677535, 'reduction'), (0.06392759943423476, 'reduce'), (0.0600414373286509, 'mercury'), (0.060018097972205864, 'epa')]","[('5206 environmental policy', 11.42), ('2016 business operations and trade', 0.99), ('5216 deterioration of the environment', 0.92), ('7226 asia and oceania', 0.91)]","[('2446 taxation', 0.85), ('5206 environmental policy', 0.84), ('4026 accounting', 0.78), ('2016 business operations and trade', 0.77)]",greyroads_aeo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,0.7042336508332749,"[(['2451 prices', '4811 organisation of transport', '0436 executive power and public service', '1631 economic analysis'], 'baseline'), (['5206 environmental policy', '2016 business operations and trade', '5216 deterioration of the environment', '7226 asia and oceania'], 'tfidf'), (['2446 taxation', '5206 environmental policy', '4026 accounting', '2016 business operations and trade'], 'emb')]",False,tfidf
51,"[(0.30908272477069637, 'emission'), (0.12339126056304593, 'carbon'), (0.1233671305654341, 'co'), (0.10118761452585451, 'ton'), (0.09151397304905093, 'metric'), (0.06095319132381644, 'ghg'), (0.06071561953735266, 'carbon_dioxide'), (0.046382133930296644, 'energy'), (0.04247005409576594, 'relate'), (0.04093629763868628, 'percent')]","[('5206 environmental policy', 11.52), ('6626 renewable energy', 2.28), ('5216 deterioration of the environment', 1.24), ('6411 technology and technical regulations', 1.21)]","[('6626 renewable energy', 0.81), ('6616 oil and gas industry', 0.81), ('6406 production', 0.77), ('5216 deterioration of the environment', 0.77)]",greyroads_aeo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,0.4875201388171887,"[(['7226 asia and oceania', '1616 regions and regional policy', '2446 taxation', '6831 building and public works'], 'baseline'), (['5206 environmental policy', '6626 renewable energy', '5216 deterioration of the environment', '6411 technology and technical regulations'], 'tfidf'), (['6626 renewable energy', '6616 oil and gas industry', '6406 production', '5216 deterioration of the environment'], 'emb')]",False,tfidf
28,"[(0.5060304006081716, 'energy'), (0.11169680145064598, 'energy_efficiency'), (0.06901930718404842, 'building'), (0.05628206454319432, 'system'), (0.054917196782609826, 'paper'), (0.04679641364580234, 'analysis'), (0.04401333989113056, 'indicator'), (0.04256382768589895, 'measure'), (0.03850160079437592, 'present'), (0.030179047414122015, 'energy_consumption')]","[('6626 renewable energy', 22.08), ('7621 world organisations', 5.76), ('6621 electrical and nuclear industries', 3.9), ('6831 building and public works', 1.86)]","[('6411 technology and technical regulations', 0.93), ('5206 environmental policy', 0.91), ('6626 renewable energy', 0.9), ('6406 production', 0.89)]",journal_energy_policy_applied_energy_1997_2020_abstract_all_ngram_min_freq_150,k30_a0.01_var0.05,1.2785082173452136,"[(['0436 executive power and public service', '6616 oil and gas industry', '6626 renewable energy', '6836 wood industry'], 'baseline'), (['6626 renewable energy', '7621 world organisations', '6621 electrical and nuclear industries', '6831 building and public works'], 'tfidf'), (['6411 technology and technical regulations', '5206 environmental policy', '6626 renewable energy', '6406 production'], 'emb')]",False,emb
87,"[(0.21463522876849453, 'generation'), (0.11267904731297683, 'natural_gas'), (0.10741954317621161, 'renewable'), (0.10022869513126156, 'nuclear'), (0.08545292144353839, 'capacity'), (0.08389187006520164, 'electricity'), (0.0827937607446054, 'cost'), (0.07359217088634998, 'increase'), (0.07295418156057554, 'coal'), (0.06635258091078446, 'power')]","[('6621 electrical and nuclear industries', 8.21), ('6611 coal and mining industries', 2.97), ('4026 accounting', 2.36), ('2816 demography and population', 1.75)]","[('6626 renewable energy', 0.91), ('6621 electrical and nuclear industries', 0.88), ('6406 production', 0.87), ('6616 oil and gas industry', 0.86)]",greyroads_ieo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,1.2857442680872453,"[(['2816 demography and population', '3606 natural and applied sciences', '6831 building and public works', '1631 economic analysis'], 'baseline'), (['6621 electrical and nuclear industries', '6611 coal and mining industries', '4026 accounting', '2816 demography and population'], 'tfidf'), (['6626 renewable energy', '6621 electrical and nuclear industries', '6406 production', '6616 oil and gas industry'], 'emb')]",False,tfidf
0,"[(0.2814950666697298, 'power'), (0.2414588962377678, 'system'), (0.11754153696260229, 'heat'), (0.07225017488814223, 'generation'), (0.06429135899845657, 'electricity'), (0.057083478661588666, 'chp'), (0.05036248076080362, 'energy'), (0.04161238301685071, 'electric'), (0.03957228287328841, 'district_heating'), (0.03433234093076981, 'electrical')]","[('6621 electrical and nuclear industries', 9.47), ('2016 business operations and trade', 4.88), ('6626 renewable energy', 3.67), ('4811 organisation of transport', 2.0)]","[('6626 renewable energy', 0.9), ('6821 mechanical engineering', 0.89), ('6826 electronics and electrical engineering', 0.88), ('6831 building and public works', 0.82)]",journal_energy_policy_applied_energy_1997_2020_abstract_all_ngram_min_freq_150,k30_a0.01_var0.05,0.5579939244492784,"[(['1616 regions and regional policy', '2446 taxation', '6816 iron, steel and other metal industries', '7226 asia and oceania'], 'baseline'), (['6621 electrical and nuclear industries', '2016 business operations and trade', '6626 renewable energy', '4811 organisation of transport'], 'tfidf'), (['6626 renewable energy', '6821 mechanical engineering', '6826 electronics and electrical engineering', '6831 building and public works'], 'emb')]",False,tfidf
16,"[(0.35431230016434556, 'water'), (0.14595881795610033, 'hydrogen'), (0.14166583827394202, 'storage'), (0.06866725189088249, 'system'), (0.05880801718681609, 'hydropower'), (0.05866973120654597, 'energy'), (0.04910801092790097, 'pump'), (0.04536381668830956, 'tank'), (0.04170646742864989, 'hydro'), (0.03573974827650705, 'fuel_cell')]","[('5211 natural environment', 10.87), ('5206 environmental policy', 8.15), ('6621 electrical and nuclear industries', 4.19), ('5216 deterioration of the environment', 3.36)]","[('6626 renewable energy', 0.92), ('6821 mechanical engineering', 0.89), ('6621 electrical and nuclear industries', 0.89), ('6616 oil and gas industry', 0.88)]",journal_energy_policy_applied_energy_1997_2020_abstract_all_ngram_min_freq_150,k30_a0.01_var0.05,0.337967424291258,"[(['6626 renewable energy', '6821 mechanical engineering', '6621 electrical and nuclear industries', '6616 oil and gas industry'], 'emb'), (['1216 criminal law', '3606 natural and applied sciences', '6626 renewable energy', '6826 electronics and electrical engineering'], 'baseline'), (['5211 natural environment', '5206 environmental policy', '6621 electrical and nuclear industries', '5216 deterioration of the environment'], 'tfidf')]",False,emb
80,"[(0.2792548095515288, 'emission'), (0.1386306046395523, 'carbon_dioxide'), (0.10347926772243923, 'ton'), (0.10168130605879214, 'metric'), (0.08969368542868582, 'relate'), (0.0751942257383857, 'carbon'), (0.06014852883979275, 'percent'), (0.057070599979511125, 'project'), (0.05176789945668582, 'country'), (0.04307907258462633, 'case')]","[('5206 environmental policy', 10.03), ('5216 deterioration of the environment', 1.3), ('6411 technology and technical regulations', 1.04), ('1611 economic conditions', 0.98)]","[('6406 production', 0.85), ('5206 environmental policy', 0.84), ('5216 deterioration of the environment', 0.82), ('6626 renewable energy', 0.81)]",greyroads_ieo_min_freq_40_1997_2020_ngram,k30_a0.01_var0.05,0.6636192107848813,"[(['5206 environmental policy', '5216 deterioration of the environment', '6411 technology and technical regulations', '1611 economic conditions'], 'tfidf'), (['6406 production', '5206 environmental policy', '5216 deterioration of the environment', '6626 renewable energy'], 'emb'), (['4816 land transport', '6416 research and intellectual property', '2451 prices', '6611 coal and mining industries'], 'baseline')]",False,tfidf
